,channel,watch_time,stream_time,peak_viewers,average_viewers,followers,followers_gained,views_gained,partnered,mature,language
278,itsHafu,496011425.0,136023.0,24662.0,3386.0,657166.0,43522.0,10481296.0,True,False,English
279,shongxbong,449197526.0,52565.0,70613.0,5660.0,918977.0,549393.0,4419268.0,True,False,Arabic
280,StaysafeTV,454458903.0,138556.0,16767.0,2690.0,128683.0,88275.0,8369467.0,True,True,English
281,Loeya,449532300.0,156880.0,7490.0,2497.0,1115065.0,351020.0,22562877.0,True,False,English
282,RiotGamesJP,393872738.0,27072.0,52928.0,12845.0,113132.0,33013.0,10880869.0,True,False,Japanese
283,btssmash,488382160.0,422310.0,90890.0,1023.0,249332.0,76890.0,8496286.0,True,False,English
284,PietSmiet,463150054.0,105973.0,36942.0,4103.0,548376.0,104950.0,13174426.0,True,False,German
285,Payo,432503150.0,177110.0,11961.0,2933.0,154510.0,113781.0,12316019.0,True,False,English
286,Shotz,416416648.0,194047.0,8734.0,2574.0,142044.0,44740.0,5968179.0,True,True,English
287,실프_ (silphtv),404481607.0,208854.0,9124.0,2106.0,273345.0,107117.0,8071323.0,True,False,Korean
288,m0xyy,452304460.0,142438.0,25526.0,2475.0,414769.0,296389.0,7659222.0,True,False,English
289,LexVeldhuis,,,,,,,,True,False,English
290,NateHill,422562622.0,121611.0,43516.0,3698.0,1241471.0,471617.0,15135251.0,True,False,English
291,Shaunz,408528185.0,110306.0,17314.0,4372.0,126487.0,81364.0,11109088.0,True,False,French
292,Emongg,425865256.0,191524.0,23065.0,2461.0,496343.0,144902.0,6084840.0,True,False,English
293,fl0m,427642268.0,240749.0,24407.0,1959.0,650871.0,137290.0,13303055.0,True,False,English
294,AsmodaiTV,,,,,,,,True,False,English
295,Homyatol,387763937.0,95170.0,25497.0,4966.0,297859.0,184447.0,7053664.0,True,True,Italian
296,Grimmmz,505502612.0,192202.0,18995.0,2401.0,1100754.0,29129.0,8375573.0,True,True,English
297,aXtLOL,494469860.0,84039.0,24383.0,3609.0,683003.0,247930.0,8992192.0,True,False,Portuguese
298,boyMinORu,462343632.0,146850.0,22539.0,2612.0,430195.0,65408.0,18152683.0,True,True,Thai
299,just_ns,478867449.0,116592.0,39620.0,2725.0,254955.0,78761.0,17764768.0,True,False,Russian
300,BurkeBlack,424428132.0,183887.0,5117.0,2596.0,184513.0,12188.0,6032205.0,True,True,English
301,Trick2g,,,,,,,,True,True,English
302,FORMAL,411141122.0,144518.0,19578.0,2579.0,544886.0,181371.0,5067022.0,True,False,English
303,Fortnite,,,,,,,,True,False,English
304,Magic,490404758.0,46526.0,99939.0,3095.0,418610.0,57194.0,22946363.0,True,False,Spanish
305,Xari,475020522.0,86808.0,18272.0,3501.0,294044.0,155970.0,6768782.0,True,False,French
306,RocketBeansTV,380676631.0,538468.0,4862.0,767.0,547397.0,28068.0,6273820.0,True,False,German
307,ANGRYPUG,455800147.0,229099.0,9823.0,1751.0,467621.0,55777.0,6205932.0,True,True,English
308,MarcaoRX,428919338.0,344833.0,6141.0,1252.0,160447.0,67408.0,4999360.0,True,True,Portuguese
309,yamatonjp,459659413.0,165401.0,6222.0,2523.0,187473.0,80395.0,11074799.0,True,False,Japanese
310,btscsgo,364324859.0,65648.0,54710.0,5575.0,255320.0,150244.0,10551877.0,True,False,English
311,Skyyart,438268410.0,130452.0,26747.0,2277.0,668136.0,261319.0,10027343.0,True,False,French
312,gratis150ml,384253254.0,227392.0,7860.0,2070.0,704849.0,139639.0,15525732.0,True,False,Portuguese
313,ShivFPS,435073300.0,226115.0,7622.0,1917.0,231287.0,179102.0,7052061.0,True,False,English
314,Ponce,430420864.0,121620.0,24933.0,2816.0,238986.0,188699.0,14228516.0,True,False,French
315,Distortion2,358030360.0,194762.0,8312.0,1289.0,217799.0,53579.0,5538742.0,True,True,English
316,boxbox,356416433.0,139280.0,27578.0,2410.0,1833090.0,136918.0,9971920.0,True,False,English
317,강지 (rkdwl12),378202775.0,181952.0,31781.0,2584.0,526523.0,240000.0,13916304.0,True,False,Korean
318,TheKAIRI78,460451235.0,61649.0,46437.0,5998.0,1044893.0,764253.0,5505806.0,True,False,French
319,RiotGamesRU,431621036.0,19030.0,87712.0,19226.0,201718.0,90362.0,7907414.0,True,False,Russian
320,FPSThailand,396975811.0,175016.0,37804.0,2520.0,457099.0,68267.0,19410520.0,True,False,Thai
321,김나성 (naseongkim),,,,,,,,True,False,Korean
322,오킹 (obm1025),380584910.0,101555.0,18213.0,2198.0,370222.0,299056.0,11015874.0,True,False,Korean
323,singsing,410446174.0,140608.0,9653.0,2230.0,455491.0,38136.0,6594735.0,True,True,English
324,BlackUFA,394990676.0,103710.0,11987.0,4202.0,268899.0,30860.0,13210746.0,True,False,Russian
325,QuattroAce,435537997.0,193750.0,59142.0,1715.0,143581.0,142105.0,8512061.0,True,False,Russian
326,bateson87,354194073.0,144962.0,19778.0,3278.0,773522.0,276289.0,17791909.0,True,False,English
327,Staiy,428875978.0,122307.0,16848.0,4346.0,232222.0,85536.0,5719306.0,True,False,German
328,polsatgames,351226114.0,64818.0,65926.0,6794.0,144600.0,78420.0,18078485.0,True,False,Polish
329,NymN,440263020.0,103248.0,15732.0,3397.0,204420.0,134528.0,5913127.0,True,True,English
330,orangemorange,355537738.0,134242.0,16898.0,2998.0,272910.0,74758.0,11351146.0,True,False,German
331,MinosTV_,349303145.0,233783.0,25507.0,1716.0,256301.0,217481.0,5590610.0,True,True,French
332,NairoMK,,,,,,,,True,False,English
333,철면수심 (109ace),,,,,,,,True,False,Korean
334,UnknownxArmy,,,,,,,,True,False,English
335,s1mple,342897287.0,26083.0,29628.0,14062.0,2120163.0,630694.0,23977846.0,True,False,English
336,bysTaXx,400657387.0,49068.0,241603.0,7240.0,1165571.0,803928.0,12297826.0,True,False,Spanish
337,Sjow,,,,,,,,True,False,English
338,hardgamechannel,418765766.0,68601.0,29723.0,4718.0,850993.0,288394.0,11973404.0,True,False,Russian
339,scoped,,,,,,,,True,True,English
340,VooDooSh,355343283.0,145800.0,7030.0,2703.0,90298.0,61205.0,10653965.0,True,True,Russian
341,WELOVEGAMES,358469904.0,120698.0,23802.0,2721.0,485133.0,62329.0,24302355.0,True,False,Russian
342,StereOnline,345466204.0,424915.0,5930.0,941.0,294956.0,91631.0,6000556.0,True,False,Portuguese
343,keanelol,409996870.0,175324.0,8207.0,2328.0,180907.0,81680.0,4589129.0,True,False,English
344,살인마협회장 (sal_gu),367668653.0,132951.0,17274.0,3251.0,156069.0,56074.0,7750978.0,True,False,Korean
345,sips_,348089761.0,122006.0,6976.0,2893.0,360782.0,78752.0,4775394.0,True,True,English
346,ESL_CSGOb,,,,,,,,True,False,English
347,kyo1984123,,,,,,,,True,False,Chinese
348,midbeast,344680650.0,120075.0,13705.0,2247.0,419502.0,156542.0,11175965.0,True,False,English
349,Alexby11,418756174.0,62419.0,67303.0,4273.0,1563500.0,906586.0,11503205.0,True,False,Spanish
350,Tumblurr,394827522.0,89758.0,13239.0,3194.0,351448.0,150918.0,4739379.0,True,False,Italian
351,Veritas,347266396.0,169587.0,76132.0,1575.0,199825.0,100244.0,4404085.0,True,False,English
352,daltoosh,348957677.0,172495.0,15557.0,2041.0,188809.0,196250.0,4859887.0,True,False,English
353,ELoTRiX,334271214.0,66896.0,35883.0,4813.0,831306.0,264924.0,5953484.0,True,True,German
354,TSM_Viss,381524273.0,124644.0,14537.0,3138.0,816500.0,85880.0,7193174.0,True,False,English
355,Anthony_Kongphan,335982355.0,187884.0,53148.0,2400.0,366840.0,42988.0,8870095.0,True,False,English
356,modestal,335268000.0,56656.0,26633.0,4217.0,292847.0,209075.0,12604377.0,True,False,Russian
357,소풍왔니 (yumyumyu77),346611427.0,77310.0,28064.0,4956.0,330962.0,49246.0,14747805.0,True,False,Korean
358,XEWER,346827591.0,190767.0,16577.0,1745.0,386649.0,270063.0,6762662.0,True,False,French
359,blxckoutz,318715502.0,153065.0,22636.0,2881.0,350342.0,446757.0,8939741.0,True,False,Portuguese
360,EASPORTSFIFA,330776871.0,14660.0,130559.0,22772.0,1197591.0,339451.0,12149091.0,True,False,English
361,ALOHADANCETV,352317050.0,72356.0,19537.0,4385.0,484903.0,98668.0,12536996.0,True,True,Russian
362,연두는말안드뤄 (rudbeckia7),344617014.0,130846.0,7314.0,1954.0,206871.0,27814.0,11639025.0,True,False,Korean
363,Flashpoint,379786404.0,19381.0,87786.0,8893.0,100071.0,97717.0,30319809.0,True,False,English
364,Steelmage,352166576.0,213469.0,8873.0,1326.0,50678.0,29245.0,8024730.0,True,False,English
365,RoyalPhunk,320148500.0,116651.0,11583.0,3016.0,179136.0,44505.0,5133081.0,True,True,German
366,Overpow,429669514.0,166664.0,8395.0,2322.0,231716.0,21957.0,9273608.0,True,True,Polish
367,NeVeR_LosEs,340977951.0,93038.0,11199.0,3697.0,188100.0,22320.0,12258711.0,True,False,Chinese
368,AvoidingThePuddle,361144569.0,92998.0,13525.0,2944.0,389398.0,68719.0,4943070.0,True,True,English
369,Ko0416,414986583.0,253203.0,5372.0,1570.0,92418.0,11889.0,13815295.0,True,True,Chinese
370,Dota2ruhub2,,,,,,,,True,False,Russian
371,Slushpuppy,345359579.0,167665.0,100165.0,1577.0,137224.0,102600.0,5922023.0,True,False,English
372,itmeJP,378499918.0,147976.0,20979.0,1928.0,429892.0,6732.0,11130745.0,True,False,English
373,JesusAVGN,427086365.0,78440.0,39878.0,4548.0,738540.0,167540.0,14891477.0,True,False,Russian
374,tarzaned,312918409.0,74926.0,11449.0,4538.0,353287.0,163348.0,7794839.0,True,True,English
375,Mickalow,326167291.0,182039.0,33825.0,1719.0,922081.0,183571.0,8913127.0,True,False,French
376,UNLOSTV,342750346.0,25971.0,149898.0,13928.0,1666749.0,582821.0,13064354.0,True,False,Turkish
377,resttpowered,360098667.0,179838.0,11891.0,2235.0,239427.0,40093.0,10151143.0,True,False,Slovak
378,Felps,,,,,,,,True,False,Portuguese
379,Doublelift,321663306.0,25013.0,47099.0,14114.0,1566113.0,178959.0,8514254.0,True,False,English
380,쉐리 (kss7749),333059535.0,132690.0,10582.0,1942.0,166586.0,20546.0,7632924.0,True,False,Korean
381,Kiwo,300139876.0,262363.0,12638.0,1360.0,248774.0,40849.0,5816510.0,True,True,English
382,adolfz,318201105.0,67078.0,18993.0,4035.0,341746.0,139747.0,3027699.0,True,True,Portuguese
383,LigaPro1,310954599.0,246042.0,11346.0,1103.0,30371.0,26810.0,65543780.0,False,False,Other
384,knekro,327099985.0,107681.0,10143.0,2424.0,255460.0,111813.0,13917769.0,True,False,Spanish
385,Savjz,311618180.0,94918.0,15606.0,3059.0,518587.0,13010.0,5137620.0,True,False,English
386,BobbyPoffGaming,365230220.0,280908.0,4793.0,1442.0,92036.0,113375.0,2423789.0,True,False,English
387,The_Happy_Hob,390198853.0,112228.0,7711.0,3091.0,169536.0,29994.0,6048660.0,True,True,English
388,Smurfdomuca,358434717.0,119265.0,18983.0,3016.0,254295.0,308314.0,6452590.0,True,False,Portuguese
389,Timmac,346125193.0,197907.0,17229.0,1374.0,301294.0,37369.0,4430153.0,True,False,English
390,Nikolarn,,,,,,,,True,False,English
391,소우릎 (so_urf),,,,,,,,True,False,Korean
392,RiffTrax,342543479.0,535970.0,28512.0,613.0,103465.0,21903.0,4041500.0,True,False,English
393,pimpimenta,,,,,,,,True,False,Portuguese
394,FACEIT TV (faceittv),,,,,,,,True,False,English
395,crokeyz,339787419.0,182100.0,6608.0,1684.0,69897.0,35483.0,3717023.0,True,False,English
396,Letshe,313032684.0,99437.0,29394.0,2948.0,760173.0,591165.0,11935592.0,True,False,English
397,SaltyBet,301540845.0,590978.0,3380.0,697.0,194774.0,67247.0,5687498.0,True,False,English
398,소니쇼 (sonycast_),309941773.0,115461.0,5024.0,2536.0,230295.0,53165.0,11546510.0,True,False,Korean
399,HGmony,334809235.0,121668.0,24296.0,2504.0,32006.0,30642.0,90311733.0,False,False,Russian
400,jakenbakeLIVE,,,,,,,,True,False,English
401,Syndicate,359318819.0,61735.0,15669.0,3647.0,2818896.0,296224.0,15956337.0,True,False,English
402,RakanooLive,291633592.0,110636.0,28159.0,1680.0,1358791.0,418770.0,4092625.0,True,False,Arabic
403,공혁준 (rhdgurwns),334362272.0,86295.0,44622.0,3678.0,301014.0,64754.0,14758275.0,True,False,Korean
404,limit_maximum,,,,,,,,True,True,English
405,ElRichMC,288544663.0,36514.0,92214.0,6781.0,504355.0,360170.0,8963955.0,True,False,Spanish
406,guit88man,301221212.0,165442.0,6467.0,2450.0,188995.0,25679.0,9599393.0,True,True,Russian
407,RaizQT,287356175.0,129219.0,12105.0,2280.0,219109.0,29719.0,5199477.0,True,False,English
408,ReventXz,328222076.0,94284.0,50086.0,2671.0,383109.0,172079.0,8808287.0,True,False,Spanish
409,PatoPapao,302719822.0,115660.0,8474.0,3476.0,798035.0,154764.0,9612679.0,True,False,Portuguese
410,Replays,332104824.0,158269.0,16226.0,2284.0,741477.0,633659.0,5803897.0,True,False,English
411,cdewx,,,,,,,,True,False,English
412,亞洲統神 (asiagodtonegg3be0),339068369.0,68453.0,18705.0,4058.0,447564.0,26970.0,14521559.0,True,False,Chinese
413,BotezLive,303628139.0,128462.0,31559.0,2312.0,243801.0,251238.0,13622780.0,True,False,English
414,Conterstine,318971275.0,105810.0,18121.0,2664.0,407808.0,312106.0,5847536.0,True,False,Spanish
415,BeyondTheSummit_PT,312177820.0,402204.0,42200.0,701.0,211507.0,66100.0,11829156.0,True,False,Portuguese
416,AlphaCast,330571415.0,108522.0,27905.0,2880.0,475632.0,184413.0,9003454.0,True,True,French
417,DownToQuest,290699765.0,578607.0,16594.0,485.0,71046.0,57526.0,3703253.0,True,True,English
418,똘똘똘이_ (jungtaejune),289721533.0,181961.0,6632.0,1771.0,133360.0,16753.0,9334402.0,True,False,Korean
419,PENTA,295592605.0,121635.0,7157.0,2467.0,125654.0,28589.0,2851735.0,True,True,English
420,thedarkness,324357641.0,193782.0,6483.0,1919.0,432433.0,129861.0,9043961.0,True,False,Portuguese
421,uhSnow,306516083.0,93731.0,8830.0,2988.0,171378.0,42605.0,3346065.0,True,True,English
422,JERICHO,302796176.0,114001.0,28356.0,2445.0,867338.0,61964.0,7838355.0,True,False,English
423,T90Official,302318868.0,90032.0,44230.0,3172.0,159775.0,84601.0,7727622.0,True,False,English
424,DanucD,314160068.0,136961.0,3473.0,1543.0,562889.0,170215.0,12109371.0,True,False,English
425,DisguisedToast,303261925.0,21642.0,43588.0,13190.0,1078932.0,204049.0,6095912.0,False,False,English
426,DesertHeartsRecords,,,,,,,,False,False,English
427,Jankos,287092850.0,50607.0,16337.0,7893.0,486494.0,296862.0,9757562.0,True,False,English
428,GarenaTW,291550507.0,13312.0,93031.0,25563.0,463346.0,18889.0,8650267.0,True,False,Chinese
429,개복어 (dogswellfish),,,,,,,,True,False,Korean
430,Sykkuno,288482048.0,97106.0,31701.0,3317.0,362038.0,285562.0,5501183.0,True,False,English
431,JokerdTV,301716714.0,121127.0,233892.0,2110.0,143014.0,141745.0,10061972.0,True,True,English
432,A1taOda,,,,,,,,True,False,Russian
433,livekiss,334893880.0,523072.0,7547.0,511.0,29402.0,2385.0,1677437.0,True,False,Chinese
434,Jerma985,333531741.0,59927.0,14929.0,3990.0,335102.0,110439.0,3880459.0,True,True,English
435,KamoLRF,,,,,,,,True,False,German
436,GoldGlove,342781744.0,121691.0,23887.0,2215.0,1588521.0,20659.0,17748705.0,True,False,English
437,harbleu,270239518.0,70185.0,11303.0,3103.0,368644.0,143045.0,3690152.0,True,False,English
438,runthefutmarket,,,,,,,,True,False,English
439,웁_게임방송 (alenenwooptv),305591408.0,199094.0,4894.0,1483.0,111536.0,17439.0,6289053.0,True,False,Korean
440,KarmikKoala,,,,,,,,True,False,Russian
441,JustCooman,274350559.0,84322.0,10073.0,3089.0,141974.0,76847.0,8360550.0,True,False,Russian
442,IamCristinini,287644763.0,141934.0,7496.0,1860.0,417136.0,247078.0,14965557.0,True,False,Spanish
443,Xop0,286084980.0,255671.0,4873.0,583.0,71663.0,58135.0,20233896.0,False,False,Russian
444,Warframe,270652566.0,15178.0,444282.0,16612.0,1305104.0,280617.0,5480308.0,True,False,English
445,Smoke,290031815.0,103972.0,29519.0,2271.0,144232.0,55012.0,3026896.0,True,False,English
446,Moondye7,278910992.0,106153.0,19787.0,2771.0,379399.0,45473.0,7244769.0,True,False,German
447,jean_mago,286624848.0,118326.0,12126.0,1518.0,349094.0,278852.0,8234160.0,True,False,Portuguese
448,mL7support,303600473.0,118327.0,9287.0,2177.0,322151.0,144893.0,6446101.0,True,False,English
449,KriszhAdvice,281639274.0,177625.0,25648.0,1359.0,264561.0,105850.0,7550772.0,True,False,Hungarian
450,QuickyBaby,270139759.0,126981.0,12633.0,2300.0,410829.0,54624.0,5875423.0,True,False,English
451,aDrive,259018682.0,112164.0,11319.0,1876.0,570880.0,130470.0,4175258.0,True,False,English
452,Ampeterby7,280138667.0,28753.0,45504.0,10720.0,900611.0,1403397.0,8362686.0,False,False,Spanish
453,KabajiOW,266686545.0,76401.0,15248.0,3041.0,365735.0,74449.0,5878459.0,True,True,English
454,SNEUX,255188569.0,58129.0,31747.0,2198.0,251400.0,125162.0,5268258.0,True,False,Spanish
455,TrU3Ta1ent,294762846.0,128482.0,10575.0,2590.0,477368.0,117686.0,7802072.0,True,False,English
456,OgamingSC2,263859410.0,487675.0,11360.0,502.0,124903.0,9461.0,18905238.0,True,False,French
457,머독 (ajehr),258069494.0,81510.0,11571.0,3809.0,383289.0,91969.0,5707120.0,True,False,Korean
458,cyr,263135894.0,171935.0,24002.0,1575.0,219216.0,47545.0,4261038.0,True,True,English
459,MrSavage,283563014.0,35742.0,34764.0,8008.0,2178061.0,596522.0,10752926.0,True,False,English
460,Perxitaa,,,,,,,,True,False,Spanish
461,IlloJuan,259252818.0,85371.0,24679.0,4643.0,333372.0,189131.0,6800731.0,True,False,Spanish
462,masondota2,264055184.0,94726.0,8120.0,1958.0,108138.0,43259.0,3637463.0,True,False,English
463,Annoying,310868259.0,66413.0,13555.0,3163.0,410574.0,128396.0,1929501.0,True,False,English
464,고차비 (kumikomii),321258600.0,161240.0,6448.0,1694.0,169703.0,53103.0,6803880.0,True,False,Korean
465,Manyrin,261063355.0,120841.0,16228.0,2853.0,474291.0,162395.0,13748477.0,True,False,Russian
466,1DrakoNz,262038682.0,119472.0,16737.0,2203.0,360398.0,224251.0,7458234.0,True,True,Portuguese
467,Pace22,254418916.0,173230.0,12473.0,1723.0,233726.0,108204.0,3457619.0,True,True,English
468,Rammus53,263409667.0,136847.0,15336.0,2078.0,965811.0,373581.0,11602430.0,True,True,Turkish
469,SaltyTeemo,,,,,,,,False,False,English
470,Odablock,254995733.0,125992.0,32713.0,1801.0,109432.0,84050.0,4864983.0,True,False,English
471,MckyTV,312981994.0,79812.0,52125.0,3229.0,667552.0,241219.0,12654451.0,True,False,German
472,Calebhart42,272201738.0,138838.0,7501.0,1796.0,168747.0,12685.0,2703937.0,True,False,English
473,MacieJay,,,,,,,,True,False,English
474,R6esportsBR,256169823.0,51005.0,65868.0,4045.0,223802.0,107875.0,6342910.0,True,False,Portuguese
475,chistor_,248121749.0,144462.0,5831.0,1577.0,81049.0,29160.0,5740176.0,True,False,Russian
476,Kephrii,,,,,,,,True,False,English
477,FEDMYSTER,352267812.0,25322.0,38027.0,11808.0,597571.0,252523.0,5389198.0,True,False,English
478,Gosu,256771723.0,81199.0,14526.0,2984.0,2365129.0,155033.0,10171531.0,True,False,English
479,supertf,263141956.0,92769.0,9774.0,2721.0,204828.0,132704.0,4246751.0,True,False,English
480,MoMaN,298500466.0,156314.0,16123.0,1279.0,233399.0,114302.0,9155386.0,True,True,French
481,Kotton,261630583.0,76667.0,43748.0,2471.0,269098.0,72743.0,5104458.0,True,True,English
482,saintvicious,254690797.0,181290.0,5397.0,1226.0,226586.0,40087.0,3350694.0,True,False,English
483,winstrike_tv,265650683.0,23790.0,126781.0,12744.0,169036.0,149704.0,8901308.0,True,False,Russian
484,pijack11,291694049.0,160053.0,6550.0,1498.0,272825.0,145808.0,8436273.0,True,True,Portuguese
485,pqueen,264336061.0,112973.0,9666.0,2673.0,633430.0,373032.0,10791385.0,True,False,Turkish
486,Northernlion,243140705.0,65935.0,9014.0,4289.0,387185.0,23734.0,3492010.0,True,False,English
487,Nattank,286306898.0,163083.0,8549.0,1751.0,76893.0,48288.0,9555506.0,True,True,Portuguese
488,bmkibler,257113917.0,110029.0,10415.0,2108.0,627786.0,19486.0,5815549.0,True,False,English
489,Arteezy,246135040.0,12591.0,30129.0,16060.0,708251.0,89574.0,4140506.0,True,True,English
490,선바 (sunbaking),243450384.0,90930.0,7616.0,3003.0,255131.0,89675.0,3793614.0,True,False,Korean
491,flamuu,241191967.0,132030.0,4924.0,1594.0,108676.0,37236.0,3510564.0,True,True,English
492,Mixwell,273968233.0,64786.0,24685.0,3862.0,305948.0,213137.0,7782166.0,True,False,Spanish
493,AntoineDanielLive,,,,,,,,True,False,French
494,G4G_REVENANT,277285911.0,87871.0,14869.0,2977.0,354986.0,68333.0,7164541.0,True,False,Spanish
495,maxim,283685160.0,90933.0,25920.0,3346.0,324076.0,165380.0,6126680.0,True,True,German
496,양띵 (yd0821),248036798.0,29576.0,30177.0,8211.0,270448.0,52200.0,2319566.0,True,False,Korean
497,c9judite,,,,,,,,True,False,Portuguese
498,WOKE,,,,,,,,True,True,English
499,Amaz,256808635.0,93319.0,11239.0,2705.0,788568.0,-4704.0,4734973.0,True,False,English
500,ESL_SC2,,,,,,,,True,False,English
501,CooLifeGame,,,,,,,,True,False,Spanish
502,BruceGrannec,257702356.0,92781.0,11302.0,2727.0,475416.0,107185.0,6707216.0,True,False,French
503,CuteDog_,274312865.0,214859.0,6003.0,1152.0,121377.0,29533.0,3743690.0,True,True,English
504,大丸 (wtf_winds123),266929447.0,101070.0,13284.0,2308.0,220789.0,29064.0,9966511.0,True,False,Chinese
505,theRealShooKon3,252382774.0,196169.0,6213.0,1284.0,111613.0,42782.0,3047216.0,True,True,English
506,Albralelie,255416304.0,145201.0,17240.0,1581.0,277937.0,250601.0,6961477.0,True,False,English
507,룩삼 (looksam),304841781.0,76222.0,37711.0,3822.0,245576.0,15642.0,9613409.0,True,False,Korean
508,GTimeTV,,,,,,,,True,True,German
509,WagamamaTV,243727546.0,180198.0,7831.0,1332.0,446430.0,26058.0,4065880.0,True,False,English
510,sleepy,324481294.0,117302.0,10738.0,1861.0,229155.0,236629.0,3658637.0,True,False,English
511,FifaTargrean,,,,,,,,True,False,Thai
512,GrandPOObear,287954744.0,110800.0,12395.0,2570.0,186805.0,51944.0,4306049.0,True,True,English
513,Pun1shers_TV,271774626.0,127572.0,6219.0,1908.0,98443.0,55005.0,4569867.0,True,False,Greek
514,gamelifeow,338441910.0,100226.0,42878.0,1331.0,217103.0,169483.0,9770684.0,True,False,Russian
515,Sh4dowehhh,262136637.0,139604.0,10055.0,1573.0,73210.0,75535.0,7323138.0,True,False,Russian
516,LuluLuvely,310434518.0,119450.0,12162.0,1863.0,433088.0,382480.0,6646270.0,True,False,English
517,Swifty,294519105.0,169134.0,21450.0,1754.0,741170.0,82808.0,10961360.0,True,False,English
518,Mibrtv,257778989.0,105546.0,144898.0,3097.0,234218.0,310982.0,7613432.0,True,False,Portuguese
519,PsheroTV,305217854.0,184490.0,12506.0,1179.0,172759.0,47941.0,6259943.0,True,True,English
520,bytarifaaa,,,,,,,,True,False,Spanish
521,Alderiate,,,,,,,,True,False,French
522,Solaaaa,267619984.0,117382.0,23052.0,2417.0,305684.0,109640.0,5457938.0,True,False,German
523,Strippin,236214113.0,126781.0,8359.0,1647.0,272569.0,15004.0,3268578.0,True,False,English
524,Mendo,231837847.0,111947.0,24445.0,1969.0,576392.0,151746.0,6399754.0,True,True,English
525,Pikabooirl,243414088.0,118934.0,21453.0,1931.0,232240.0,63916.0,5912813.0,True,False,English
526,Skadoodle,286187186.0,102567.0,35038.0,2096.0,591755.0,208952.0,5559696.0,True,True,English
527,MasterSnakou,245457737.0,134026.0,15028.0,2161.0,522732.0,85019.0,7604310.0,True,False,French
528,루시아 (lucia94),,,,,,,,True,False,Korean
529,Otzdarva,241946267.0,107208.0,17012.0,2868.0,292484.0,150591.0,3248315.0,True,False,English
530,꽃핀 (cherrypach),,,,,,,,True,False,Korean
531,Opat04,284360681.0,119260.0,10305.0,1938.0,213141.0,119959.0,7509069.0,True,False,Czech
532,icebergdoto,243667292.0,58975.0,15412.0,2981.0,176305.0,81013.0,7183730.0,True,False,Russian
533,P4wnyhof,254813574.0,201135.0,7685.0,1177.0,442232.0,9096.0,7214317.0,True,False,German
534,Mazarin1k,240790570.0,213497.0,10542.0,828.0,192281.0,79577.0,10497909.0,True,False,Czech
535,김뚜띠_ (kimdduddi),228464321.0,107994.0,7307.0,2418.0,87235.0,57495.0,4344206.0,True,False,Korean
536,옥냥이 (rooftopcat99),231297748.0,114725.0,9314.0,2090.0,242348.0,40825.0,7087069.0,True,False,Korean
537,KingGothalion,222554771.0,39857.0,36356.0,5658.0,1139316.0,44047.0,4203725.0,True,False,English
538,ItsSlikeR,262004356.0,109198.0,14275.0,2395.0,201822.0,148508.0,6687179.0,True,True,English
539,Alinity,254373947.0,100168.0,21108.0,2667.0,1247657.0,274679.0,17047617.0,True,False,English
540,TidesofTime,249958904.0,102323.0,15711.0,2457.0,248860.0,25361.0,2799759.0,True,False,English
541,GernaderJake,250245740.0,148497.0,21883.0,1420.0,311063.0,83679.0,9996832.0,True,False,English
542,スタンミ (sutanmi),258711128.0,82816.0,8092.0,2619.0,39012.0,14822.0,3741937.0,True,False,Japanese
543,DarioMocciaTwitch,222885981.0,108253.0,6913.0,1905.0,109395.0,114302.0,4696372.0,True,False,Italian
544,bebe872,222809584.0,217080.0,5729.0,811.0,84989.0,51135.0,2693484.0,True,False,English
545,Lasqa,227088309.0,81505.0,11197.0,3195.0,124456.0,21286.0,5302701.0,True,True,Russian
546,六希夫 (qttsix),218070341.0,168401.0,11943.0,1234.0,83865.0,22094.0,8796823.0,True,False,Chinese
547,Flight23white,238376993.0,35520.0,77816.0,8335.0,679716.0,624084.0,2177279.0,True,False,English
548,Heelmike,264549075.0,122788.0,22181.0,1732.0,276942.0,192685.0,3898527.0,True,True,English
549,OGADotaPIT,246906754.0,19147.0,71527.0,8816.0,162848.0,56706.0,9385899.0,True,False,English
550,SoloRenektonOnly,,,,,,,,True,False,English
551,OfficialAndyPyro,245586521.0,229495.0,10263.0,1179.0,260336.0,25594.0,11371012.0,True,True,Finnish
552,k3soju,217982233.0,153172.0,9880.0,1516.0,84797.0,81758.0,2690310.0,True,False,English
553,SkyrrozTV,228601663.0,98481.0,14951.0,1948.0,475391.0,199724.0,6993916.0,True,False,French
554,LeBouseuh,242613048.0,71573.0,21075.0,3925.0,996177.0,359390.0,4972575.0,True,False,French
555,BikeMan,215216495.0,138140.0,7022.0,1310.0,242502.0,10532.0,3760645.0,True,True,English
556,Rubini,218710621.0,193442.0,5282.0,1478.0,109386.0,38130.0,8015700.0,True,True,Portuguese
557,JLWaliid,226996756.0,100759.0,16754.0,1519.0,250325.0,228941.0,4802504.0,True,False,French
558,qSnake,226330907.0,172433.0,4653.0,1292.0,215981.0,37620.0,8413467.0,True,False,Russian
559,Criken,239108652.0,119304.0,10627.0,2055.0,252285.0,31508.0,3660235.0,True,True,English
560,Loserfruit,220931612.0,102690.0,38388.0,2288.0,1923617.0,825717.0,12060568.0,True,False,English
561,Broxah,262860798.0,52832.0,11759.0,4195.0,395485.0,184138.0,5789747.0,True,False,English
562,JonVlogs,213761609.0,87992.0,19208.0,2421.0,554227.0,313610.0,3332298.0,True,False,Portuguese
